nome_fundo;tipo_fundo;aplicacao_min;taxa_adm;cot_resgate;liq_resgate;taxa_risco;rent_12_meses;rent_24_meses;rent_36_meses;data_inicio;benchmark;taxa_performance;link
Ashmore EM Equity Advisory FIC F... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";29;-7.31;N/D;N/D;28/08/2020;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35602471000154_v40.pdf
Augme 180 FIC FIM CP ;Renda Fixa Pós-Fixado;5000;1.10;"D+179

(Dias Corridos)";"D+1

(Dias Úteis)";8;8.56;13.19;N/D;27/12/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34218678000167_v68.pdf
JP Morgan Global Income Allocati... ;Internacional;5000;0.90;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";16;11.83;14.18;31.50;09/11/2017;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26112046000196_v113.pdf
XP Long Term Equity FIC FIM ;Renda Variável;10000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";38;-28.10;-21.10;N/D;27/06/2019;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33755581000120_v117.pdf
JGP Corporate FIC FIRF CP LP - F... ;Renda Fixa Pós-Fixado;20000;0.60;"D+45

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.51;9.53;16.11;14/06/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23956069000199_v83.pdf
Absolute Vertex Advisory FIC FIM ;Multimercado;500;1.90;"D+44

(Dias Corridos)";"D+1

(Dias Úteis)";15;7.05;11.60;20.96;12/11/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28947266000165_v105.pdf
Kinea Chronos FIM ;Multimercado;5000;2.00;"D+5

(Dias Úteis)";"D+1

(Dias Úteis)";6;5.11;6.49;16.54;05/06/2015;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_21624757000126_v135.pdf
"XP Investor ESG FIC FIA 
ESG";Renda Variável;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-25.14;N/D;N/D;30/12/2020;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37466946000158_v28.pdf
Riza Meyenii 180 Advisory FIC FI... ;Renda Fixa Pós-Fixado;5000;1.18;"D+180

(Dias Corridos)";"D+1

(Dias Úteis)";15;7.64;N/D;N/D;31/03/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36498149000190_v43.pdf
Oaktree Global Credit FIC FIM IE ;Internacional;500;0.85;"D+9

(Dias Corridos)";"D+3

(Dias Úteis)";16;5.61;9.63;20.60;25/06/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29853005000149_v53.pdf
"Brasil Capital Sustentabilidade... 
ESG";Renda Variável;500;1.38;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-23.70;N/D;N/D;19/11/2020;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37895324000145_v23.pdf
XP Corporate Plus FIC FIM CP ;Renda Fixa Pós-Fixado;10000;0.75;"D+45

(Dias Corridos)";"D+1

(Dias Úteis)";26;7.44;9.21;17.35;01/07/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23999611000190_v176.pdf
Selection Ações Globais FIC FIA... ;Internacional;100;1.00;"D+10

(Dias Corridos)";"D+5

(Dias Úteis)";26;7.71;N/D;N/D;16/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38221605000185_v18.pdf
SPX Nimitz Gripen Advisory FIC F... ;Multimercado;50000;0.70;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";8;12.63;22.92;31.68;24/06/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24193691000155_v93.pdf
XP Macro Institucional FIC FIM ;Multimercado;5000;1.25;"D+0

(Dias Corridos)";"D+1

(Dias Úteis)";6;2.92;8.95;19.11;18/01/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26549933000126_v184.pdf
Selection Mult Internacional FIC... ;Internacional;100;0.75;"D+10

(Dias Corridos)";"D+5

(Dias Úteis)";10;6.78;N/D;N/D;29/05/2020;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35939801000100_v101.pdf
XP Debentures Incentivadas Crédi... ;Renda Fixa Pré-Fixado/Inflação;5000;1.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;4.46;12.12;25.09;24/04/2014;IMA_GERAL;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_19657463000159_v195.pdf
Solis Capital Antares Advisory C... ;Renda Fixa Pós-Fixado;500;0.40;"D+59

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.97;11.29;N/D;04/10/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34583819000140_v49.pdf
Selection RF High Yield FIC FIM... ;Renda Fixa Pós-Fixado;100;0.50;"D+90

(Dias Corridos)";"D+2

(Dias Úteis)";26;7.03;12.34;N/D;31/10/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34957512000162_v132.pdf
XP Crédito Estruturado 120 FIC F... ;Renda Fixa Pós-Fixado;10000;1.50;"D+120

(Dias Corridos)";"D+2

(Dias Úteis)";8;6.93;12.26;21.41;28/12/2015;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22003930000131_v189.pdf
Augme 45 Advisory FIC FIRF CP ;Renda Fixa Pós-Fixado;5000;0.60;"D+44

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.00;9.95;N/D;27/05/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30568495000110_v85.pdf
ACE Capital Advisory FIC FIM ;Multimercado;500;1.92;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;7.54;15.45;N/D;30/09/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34774642000160_v73.pdf
Brasil Capital 30 Advisory FIC F... ;Renda Variável;500;1.38;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";42;-23.11;-25.78;N/D;11/12/2019;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34430477000129_v74.pdf
Selection Long Biased FIC FIM ;Renda Variável;100;1.00;"D+10

(Dias Corridos)";"D+3

(Dias Úteis)";31;-13.81;-11.86;15.37;25/08/2016;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24582422000180_v190.pdf
Absolute Pace Long Biased Adviso... ;Renda Variável;500;1.90;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";34;5.28;13.66;N/D;21/06/2019;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32892827000143_v76.pdf
Tork Long Only Institucional FIC... ;Renda Variável;5000;2.93;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";43;-24.65;-26.00;19.91;31/10/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31533145000181_v51.pdf
Leblon Ações FIC FIA ;Renda Variável;1000;2.00;"D+27

(Dias Corridos)";"D+3

(Dias Úteis)";41;-27.51;-33.71;-7.18;30/09/2008;IPCA+6%a.a.;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_10320151000180_v168.pdf
Polo Crédito Corporativo Advisor... ;Renda Fixa Pós-Fixado;500;0.60;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.26;9.96;17.09;16/10/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31455879000190_v92.pdf
Moat Capital Equity Hedge FIC FI... ;Multimercado;1000;1.85;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";8;10.64;18.00;32.61;10/05/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24140256000162_v147.pdf
Selection RF Light FIC FI CP LP ;Renda Fixa Pós-Fixado;100;0.30;"D+10

(Dias Corridos)";"D+2

(Dias Úteis)";6;6.73;7.52;14.09;25/08/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24572219000123_v189.pdf
Kapitalo Kappa Advisory FIC FIM ;Multimercado;10000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;7.00;9.57;20.06;30/03/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26978199000110_v112.pdf
Occam Institucional FIC FIM II ;Multimercado;1000;1.00;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";26;3.78;6.91;15.13;06/07/2012;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_15578417000103_v124.pdf
RPS Equity Hedge Advisory D30 FI... ;Multimercado;500;1.70;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;0.68;4.41;N/D;13/12/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35002599000187_v42.pdf
Bahia AM Maraú Advisory FIC de F... ;Multimercado;5000;1.90;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";8;2.70;2.50;12.12;26/12/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28747733000103_v137.pdf
Selection Ações FIC FIA ;Renda Variável;100;1.00;"D+10

(Dias Corridos)";"D+3

(Dias Úteis)";41;-20.21;-17.11;N/D;31/05/2019;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31403572000145_v152.pdf
Ibiuna Long Short Advisory FIC F... ;Multimercado;5000;1.96;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;5.29;6.06;22.94;13/04/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29732926000153_v129.pdf
Selection Multimercado Plus FIC... ;Multimercado;100;0.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";12;1.39;6.36;18.98;17/09/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30518346000147_v163.pdf
IP Value Hedge FIC FIM IE ;Multimercado;1000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";15;7.16;21.40;43.08;09/09/2004;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_05936530000160_v48.pdf
Truxt Long Bias Advisory FIC FIM ;Renda Variável;500;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-24.38;8.59;N/D;05/06/2019;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30830162000118_v61.pdf
Grimper Blanc Advisory FIC FIM ;Multimercado;500;1.90;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;N/D;N/D;N/D;26/02/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37525962000174_v11.pdf
Kiron FIC FIA ;Renda Variável;10000;1.80;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";41;-23.97;-25.74;16.76;09/08/2016;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_25213366000170_v70.pdf
Morgan Stanley Global Fixed Inco... ;Internacional;500;0.60;"D+1

(Dias Corridos)";"D+5

(Dias Úteis)";9;2.81;6.48;N/D;16/05/2019;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32756019000159_v96.pdf
Fidelity Europe LB Advisory Euro... ;Internacional;500;1.00;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;9.64;N/D;N/D;30/10/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37985588000190_v21.pdf
Távola Absoluto Advisory FIC FIM ;Renda Variável;500;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";35;-22.27;-20.72;N/D;25/07/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34096201000156_v65.pdf
Giant Darius FIC FIM ;Multimercado;500;2.00;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;6.19;11.93;20.21;01/11/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31440882000130_v87.pdf
Pacifico Macro FIC FIM ;Multimercado;10000;1.93;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";8;-3.43;-0.78;9.19;31/08/2015;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22354046000141_v135.pdf
Navi Cruise Advisory FIC FIA ;Renda Variável;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";39;-10.24;N/D;N/D;15/01/2020;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34793078000122_v59.pdf
"Morgan Stanley Global Opportunit... 
ESG";Internacional;500;0.80;"D+1

(Dias Corridos)";"D+5

(Dias Úteis)";26;-0.06;91.87;N/D;08/11/2019;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33913562000185_v82.pdf
Goldman Sachs Emerging Market Co... ;Internacional;500;0.60;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";16;N/D;N/D;N/D;08/02/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39602824000177_v8.pdf
Wellington Ventura Advisory FIA... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;12.53;N/D;N/D;13/03/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35556444000192_v69.pdf
Dahlia Total Return Advisory FIC... ;Renda Variável;500;1.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-12.07;2.89;N/D;23/08/2019;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34309551000153_v63.pdf
Gap Absoluto FIC FIM ;Multimercado;5000;1.95;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";15;11.01;21.07;37.23;30/12/2005;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_01823373000125_v164.pdf
Absolute Alpha Global Advisory F... ;Multimercado;500;1.90;"D+17

(Dias Corridos)";"D+1

(Dias Úteis)";8;4.73;6.72;N/D;25/06/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29813769000100_v71.pdf
Oceana Long Biased Advisory FIC... ;Renda Variável;5000;2.00;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";26;-8.15;-8.44;N/D;28/06/2019;IPCA+6%a.a.;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_33401080000146_v2.pdf
Occam Equity Hedge Advisory FIC... ;Multimercado;500;2.00;"D+14

(Dias Corridos)";"D+1

(Dias Úteis)";26;N/D;N/D;N/D;09/12/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_38267707000131.pdf
Polo Long Bias FIM ;Renda Variável;5000;1.80;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";35;-18.50;-15.72;-6.95;04/10/2017;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27347332000101_v111.pdf
JGP Long Only FIC FIA ;Renda Variável;20000;2.60;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";35;-19.08;-6.16;22.26;30/11/2009;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11228311000129_v73.pdf
Upon Global Macro Advisory FIC F... ;Multimercado;1000;1.80;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;N/D;N/D;N/D;16/11/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_43985426000154.pdf
Quantitas FIC FIM Mallorca ;Multimercado;1000;1.80;"D+14

(Dias Corridos)";"D+1

(Dias Úteis)";8;6.68;17.50;27.61;22/02/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22918359000185_v119.pdf
Trend Cannabis FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";76;-36.36;-37.54;N/D;10/12/2019;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34218740000110_v73.pdf
"Trend ESG Global FIM 
ESG";Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";26;13.57;N/D;N/D;17/06/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37108062000121_v49.pdf
Capitânia FIC FI-INFRA RF CP ;Renda Fixa Pré-Fixado/Inflação;1000;0.90;"D+89

(Dias Corridos)";"D+1

(Dias Úteis)";10;8.35;15.27;23.29;27/12/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26605199000175_v10.pdf
Vista Hedge FIM ;Multimercado;5000;2.00;"D+15

(Dias Corridos)";"D+1

(Dias Úteis)";26;9.66;21.58;30.75;08/05/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30057258000195_v111.pdf
JP Morgan Asia Growth Advisory F... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;22/06/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_40887546000120.pdf
Garde Athos Long Biased FIC FIM ;Renda Variável;500;1.89;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";34;-8.20;-10.20;19.40;26/12/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30995018000131_v62.pdf
Quasar Advantage Plus FIRF CP LP ;Renda Fixa Pós-Fixado;500;0.60;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.48;5.76;11.72;26/07/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29196922000106_v126.pdf
Morgan Stanley Asia Opportunity... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";35;N/D;N/D;N/D;23/04/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40140447000180_v14.pdf
Kínitro 30 FIC FIM ;Multimercado;5000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;N/D;N/D;N/D;05/08/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42731202000153.pdf
AZ Quest Supra FIC FIM CP ;Renda Fixa Pós-Fixado;1000;1.20;"D+89

(Dias Corridos)";"D+1

(Dias Úteis)";26;8.13;N/D;N/D;15/06/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36352498000107_v31.pdf
Vinci Atlas FIC FIM ;Multimercado;1000;1.92;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;-3.47;0.66;13.62;08/08/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24572582000149_v146.pdf
Alpha Key Long Biased FIC FIM ;Renda Variável;5000;1.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";47;-27.62;N/D;N/D;28/02/2020;IPCA;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34839385000105_v31.pdf
Navi Long Short FIC FIM ;Multimercado;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";6;5.41;8.70;18.17;29/09/2010;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12430199000177_v168.pdf
Hashdex Bitcoin Full 100 FIC FIM... ;Internacional;1000;0.75;"D+10

(Dias Corridos)";"D+5

(Dias Úteis)";87;32.51;N/D;N/D;01/10/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36986672000165_v32.pdf
Icatu Vanguarda FIC FI Inflação... ;Renda Fixa Pré-Fixado/Inflação;5000;0.50;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";15;-8.05;-4.33;19.34;01/07/2005;IMA_B 5+;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07400556000114_v171.pdf
Reach Total Return FIC FIA ;Renda Variável;10000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";37;-21.07;-11.39;19.35;29/12/2016;IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26362460000153_v42.pdf
Claritas Global Property Securit... ;Internacional;5000;0.85;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";31;N/D;N/D;N/D;30/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_39286576000100.pdf
DNA Serenity FIC FIM CP ;Multimercado;100;0.40;"D+5

(Dias Corridos)";"D+2

(Dias Úteis)";6;5.01;N/D;N/D;18/08/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37645550000178_v43.pdf
Atlas One Long Bias FIC FIM ;Renda Variável;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-4.27;N/D;N/D;05/03/2020;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36182298000145_v3.pdf
Geo Empresas Globais FIC FIA IE ;Internacional;1000;2.00;"D+30

(Dias Corridos)";"D+4

(Dias Úteis)";26;17.99;57.64;117.40;10/10/2017;CPI + 2,5%aa;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28075532000107_v135.pdf
Polo High Yield I FIC FIM CP ;Renda Fixa Pós-Fixado;5000;1.00;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;5.66;0.40;7.97;03/03/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23601467000192_v134.pdf
Verde AM Long Bias FIC FIA ;Renda Variável;10000;2.00;"D+29

(Dias Corridos)";"D+2

(Dias Úteis)";36;-23.82;-21.87;3.45;21/02/2017;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23243536000133_v100.pdf
JGP Max Advisory FIC FIM ;Multimercado;20000;1.85;"D+15

(Dias Corridos)";"D+1

(Dias Úteis)";26;2.35;8.75;15.68;20/12/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28648924000118_v84.pdf
JGP Crédito Advisory FIM CP ;Renda Fixa Pós-Fixado;20000;1.10;"D+45

(Dias Corridos)";"D+1

(Dias Úteis)";26;7.62;7.55;14.75;20/12/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28767162000179_v80.pdf
SPX Falcon Armata Advisory FIC F... ;Renda Variável;50000;0.70;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";26;1.37;2.52;21.34;20/09/2016;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24215286000190_v93.pdf
Navi Long Biased FIC FIM ;Renda Variável;5000;2.00;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";26;-5.31;1.39;28.67;27/12/2016;IMA_B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26680221000141_v10.pdf
Claritas Global High Yield FIM I... ;Internacional;5000;0.87;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";15;7.06;10.21;24.56;15/03/2013;120% CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17302010000184_v145.pdf
Guepardo Institucional FIC FIA ;Renda Variável;5000;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";41;0.12;15.40;125.94;30/05/2007;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_08830947000131_v100.pdf
Perfin Foresight Institucional F... ;Renda Variável;5000;1.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";36;-25.54;-34.16;-7.78;02/06/2009;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_10608762000129_v122.pdf
Wellington US BDR Advisory FIC F... ;Internacional;100;1.00;"D+1

(Dias Úteis)";"D+3

(Dias Úteis)";26;N/D;N/D;N/D;30/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42101954000130.pdf
Electron Global Advisory FIC FIA... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;19/10/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42279908000126.pdf
Ibiuna Credit FIC FIM ;Renda Fixa Pós-Fixado;1000;0.76;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;8.52;N/D;N/D;31/07/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37310657000165_v41.pdf
JP Morgan Asia Growth Dolar Advi... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;22/06/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_40887476000100.pdf
Alaska Black Institucional FIA ;Renda Variável;1000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";43;-0.98;-6.23;23.94;21/02/2017;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26673556000132_v108.pdf
SulAmérica Apollo FI Multimercad... ;Multimercado;1000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;-8.13;-3.94;5.58;06/08/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17797493000135_v119.pdf
"BlackRock Global Event Driven FI... 
ESG";Internacional;10000;0.90;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";10;4.12;11.64;N/D;25/06/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33361657000133_v52.pdf
"Nordea Global Climate And Enviro... 
ESG";Internacional;1000;0.50;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";26;19.62;N/D;N/D;28/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39293641000117_v10.pdf
